SID,Title,ISSN,EISSN,Coverage,Language,Type,Publisher,Code
21100943564,"International Journal of Turbomachinery, Propulsion and Power",,2504186X,2016-2024,ENG,Journal,Multidisciplinary Digital Publishing Institute (MDPI),2102; 2202; 2210
19900193668,International Journal of Ultra Wideband Communications and Systems,1758728X,17587298,2018-2022; 2014-2016; 2009-2012,ENG,Journal,Inderscience,2208; 3315
24326,"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems",2184885,17936411,1996-2024,ENG,Journal,World Scientific Publishing Co. Pte Ltd,1710; 2207; 1712; 1702
19700173244,International Journal of Unconventional Computing,15487199,15487202,2008-2024,ENG,Journal,Old City Publishing,1700
13892,International Journal of Urban and Regional Research,3091317,14682427,1977-2024,ENG,Journal,Wiley-Blackwell Publishing Ltd,3322; 3312; 3303
21100229269,International Journal of Urban Sciences,12265934,21616779,1998-2024,ENG,Journal,Taylor and Francis Ltd.,3322; 3305
21100208039,International Journal of Urban Sustainable Development,19463138,19463146,2010-2024,ENG,Journal,Taylor and Francis Ltd.,2308; 3322; 3303; 3305
14500154714,International Journal of Urological Nursing,17497701,1749771X,2008-2025,ENG,Journal,Wiley-Blackwell Publishing Ltd,2901; 2748; 2727
19935,International Journal of Urology,9198172,14422042,1994-2024,ENG,Journal,Wiley-Blackwell Publishing Ltd,2748
6100152807,International Journal of Value Chain Management,17415357,17415365,2016-2024; 2006-2014,ENG,Journal,Inderscience Enterprises Ltd,1408; 1706; 1710
21100215168,International Journal of Vascular Medicine,20902824,20902832,2010-2024,ENG,Journal,John Wiley and Sons Ltd,2705
11400153337,International Journal of Vegetable Science,19315260,19315279,2007-2024,ENG,Journal,Taylor and Francis Ltd.,1110; 1102
18868,International Journal of Vehicle Autonomous Systems,14710226,17415306,2023; 2002-2021,ENG,Journal,Inderscience Enterprises Ltd,2208; 2203; 2207
18869,International Journal of Vehicle Design,1433369,,1979-2024,ENG,Journal,Inderscience Enterprises Ltd,2203; 2210
18700156728,International Journal of Vehicle Information and Communication Systems,14710242,17418208,2017-2024; 2013; 2011; 2008-2009; 2005,ENG,Journal,Inderscience Enterprises Ltd,1706; 2203; 2207
7500153107,International Journal of Vehicle Noise and Vibration,14791471,1479148X,2004-2024,ENG,Journal,Inderscience Enterprises Ltd,2210; 2203
21100872775,International Journal of Vehicle Performance,17453194,17453208,2013-2024,ENG,Journal,Inderscience Enterprises Ltd,1706; 2210; 2211; 2213; 2103; 2203; 2611
5800179617,International Journal of Vehicle Safety,14793105,14793113,2023-2024; 2005-2021,ENG,Journal,Inderscience Enterprises Ltd,2203
21100197978,International Journal of Vehicle Structures and Systems,9753060,9753540,2009-2024,ENG,Journal,MechAero Found. for Techn. Res. and Educ. Excellence,2210; 2202
5800179615,International Journal of Vehicle Systems Modelling and Testing,17456436,17456444,2005-2024,ENG,Journal,Inderscience Enterprises Ltd,2203; 2611
4000149403,International Journal of Ventilation,14733315,,2005-2024,ENG,Journal,Taylor and Francis Ltd.,2208; 2215; 2205; 2207
21100820608,International Journal of Veterinary Science,23043075,23054360,2017-2024,ENG,Journal,Unique Scientific Publishers,3400
21100976837,International Journal of Veterinary Science and Medicine,23144580,23144599,2013-2024,ENG,Journal,Taylor and Francis Ltd.,3400
21100200659,International Journal of Virtual and Personal Learning Environments,19478518,19478526,2010-2024,ENG,Journal,IGI Global Publishing,1706; 3304
21100258804,International Journal of Visual Design,23251581,2325159X,2013-2025,ENG,Journal,Common Ground Research Networks,2216; 1213
144784,International Journal of Water,14656620,17415322,2007-2024; 2000-2005,ENG,Journal,Inderscience Enterprises Ltd,2308; 2312; 3305
17479,International Journal of Water Resources Development,7900627,13600648,1987-2024; 1983-1984,,Journal,Routledge,3303; 2312
4000149107,"International Journal of Wavelets, Multiresolution and Information Processing",2196913,1793690X,2006-2024,ENG,Journal,World Scientific Publishing Co. Pte Ltd,1711; 1710; 2604
6700153282,International Journal of Web and Grid Services,17411106,17411114,2005-2024,ENG,Journal,Inderscience Enterprises Ltd,1705; 1712
19700186821,International Journal of Web Based Communities,14778394,17418216,2004-2024,ENG,Journal,Inderscience Enterprises Ltd,1705; 3304; 3315; 1712
15657,International Journal of Web Engineering and Technology,14761289,17419212,2003-2024,ENG,Journal,Inderscience Enterprises Ltd,1705; 1708; 1710
21100200660,International Journal of Web Information Systems,17440084,17440092,2005-2024,ENG,Journal,Emerald Group Publishing Ltd.,1705; 1710
19700186854,International Journal of Web Portals,19380194,19380208,2009-2022,ENG,Journal,IGI Global Publishing,1706
16947,International Journal of Web Services Research,15457362,15465004,2004-2024,ENG,Journal,IGI Publishing,1705; 1710; 1712
19400157202,International Journal of Web-Based Learning and Teaching Technologies,15481093,15481107,2006-2024,ENG,Journal,IGI Publishing,1706; 3304
21101020142,International Journal of Wellbeing,,11798602,2019-2024,ENG,Journal,International Journal of Wellbeing Charitable Trust,2001; 3202; 3207
28866,International Journal of Wildland Fire,10498001,14485516,1991-2024,ENG,Journal,CSIRO Publishing ,2303; 1107
21100299414,International Journal of Wine Business Research,17511062,17511070,2007-2024,ENG,Journal,Emerald Group Publishing Ltd.,1400
12100154817,International Journal of Wireless and Mobile Computing,17411084,17411092,2005-2024,ENG,Journal,Inderscience Enterprises Ltd,2208; 1700
19515,International Journal of Wireless Information Networks,10689605,15728129,1994-2024,ENG,Journal,Springer New York,2208; 1705; 1708
21100403251,International Journal of Women's Dermatology,,23526475,2015-2024,ENG,Journal,Wolters Kluwer Health Inc,2708
19700175053,International Journal of Women's Health,11791411,,2009-2024,ENG,Journal,Dove Medical Press Ltd.,2913; 2729; 2730
21100461902,International Journal of Women's Health and Reproduction Sciences,,23304456,2013-2024,ENG,Journal,Aras Part Medical International Press,2729; 2743
21101242021,International Journal of Wood Culture,27723186,27723194,2024,ENG,Journal,Brill Academic Publishers,2502; 1202; 1201
21100220476,International Journal of Work Innovation,20439032,20439040,2022-2024; 2020; 2015-2017; 2012,ENG,Journal,Inderscience,1405; 1407; 1705; 3315
4700153003,International Journal of Work Organisation and Emotion,17408938,17408946,2005-2024,ENG,Journal,Inderscience Enterprises Ltd,1407
21100863126,International Journal of Work-Integrated Learning,25381032,,2018-2024,ENG,Journal,International Journal of Work-Integrated Learning,3304
17800156772,International Journal of Workplace Health Management,17538351,1753836X,2008-2024,ENG,Journal,Emerald Publishing,2739
21100200404,International Journal of Yoga Therapy,15312054,21685835,2016-2024; 2011-2013,ENG,Journal,International Association of Yoga Therapists,3612; 3603
21100197918,International Journal of Zoology,16878477,16878485,2009-2024,ENG,Journal,John Wiley and Sons Ltd,1103
21100463068,"International Journal on Advanced Science, Engineering and Information Technology",20885334,24606952,2015-2024,ENG,Journal,INSIGHT - Indonesian Society for Knowledge and Human Development,2200; 1100; 1700
19130,International Journal on Algae,15219429,,2004-2024,ENG,Journal,Begell House Inc.,1110; 1105
4700152645,International Journal on Artificial Intelligence Tools,2182130,17936349,2005-2024,ENG,Journal,World Scientific,1702
21101163444,"International Journal on Child Maltreatment: Research, Policy and Practice",25245236,25245244,2018-2024,ENG,Journal,Springer Nature,3204; 2735; 3308; 3306
21100331506,International Journal on Communications Antenna and Propagation,20395086,25332929,2011-2024,ENG,Journal,Praise Worthy Prize S.r.l,2208; 1705; 1708; 3105; 2214; 1711
21101061459,International Journal on Consumer Law and Practice,23472731,,2019-2023,ENG,Journal,National Law School of India University,3308
145200,International Journal on Digital Libraries,14325012,14321300,2012-2024; 2004-2010; 2000; 1997-1998,ENG,Journal,Springer Verlag,3309
5300152517,International Journal on Disability and Human Development,21911231,21910367,2005-2024; 1999-2003,ENG,Journal,"Nova Science Publishers, Inc.",3616; 2902; 2738; 2717; 2809; 2742
130138,International Journal on Document Analysis and Recognition,14332833,14332825,1998-2024,ENG,Journal,Springer Verlag,1706; 1707; 1712
21100865401,"International Journal on E-Learning: Corporate, Government, Healthcare, and Higher Education",15372456,19435932,2011-2024,ENG,Journal,Association for the Advancement of Computing in Education,1706; 3304
21100198706,International Journal on Electrical Engineering and Informatics,20856830,20875886,2009-2024,ENG,Journal,"The School of Electrical Engineering and Informatics, Institut Teknologi Bandung",2200; 1700; 1701
21100830716,International Journal on Energy Conversion,22815295,25332910,2017-2024,ENG,Journal,Praise Worthy Prize S.r.l,2103; 2104; 2100; 2305; 2105; 2102; 2101; 2208
21100900134,International Journal on Engineering Applications,22812881,25332295,2018-2024,ENG,Journal,Praise Worthy Prize,2604; 1706; 2200; 2501; 2216
21100456788,International Journal on Food System Dynamics,18696945,,2010-2024,ENG,Journal,CENTMA Research,1803; 2001; 3313; 2301; 3305; 1403; 1106
21101033322,International Journal on Informatics Visualization,,25499904,2017-2024,ENG,Journal,Politeknik Negeri Padang,1802; 1804; 1700
12000154536,International Journal on Interactive Design and Manufacturing,19552513,19552505,2007-2024,ENG,Journal,Springer Paris,2209; 2611
21100933833,International Journal on Magnetic Particle Imaging,,23659033,2019-2024,ENG,Journal,Infinite Science Publishing,2208; 1706; 2741; 1711; 2504
25272,International Journal on Minority and Group Rights,13854879,15718115,1999-2024; 1993-1997,ENG,Journal,Brill Academic Publishers,3320; 3305
4900153220,International Journal on Semantic Web and Information Systems,15526283,15526291,2005-2024,ENG,Journal,IGI Global,1705; 1710
19700187611,International Journal on Smart Sensing and Intelligent Systems,11785608,,2010-2024; 2008,ENG,Journal,Sciendo,2208; 2207
19271,International Journal on Software Tools for Technology Transfer,14332779,14332787,1997-2024,ENG,Journal,Springer Verlag,1710; 1712
21101133328,International Journal on Stereo and Immersive Media,,21841241,2019-2023,ENG; POR,Journal,Lusofona University,1201; 1209; 3315; 1213
21100913338,International Journal on Technical and Physical Problems of Engineering,,20773528,2019-2024,ENG,Journal,International Organization on 'Technical and Physical Problems of Engineering',1700; 2200; 2100
12000154321,International Journals of e-Collaboration,15483673,15483681,2005-2024,ENG,Journal,IGI Global,1705; 1706
20203,International Labor and Working-Class History,1475479,14716445,1976-2024,ENG,Journal,Cambridge University Press,1407; 1202
21101180712,International Labour Law Reports,1686526,,2010-2022; 2007-2008; 2002-2005; 1999; 1997; 1992-1995; 1979,ENG,Book Series,Brill Nijhoff,3308
20213,International Labour Review,207780,1564913X,1973-2024; 1945-1948,ENG,Journal,John Wiley & Sons Inc.,1405; 1407; 1408
26816,International Lawyer,207810,21696578,2022; 2017-2020; 1977-1978,ENG,Journal,American Bar Association,3308
21101038814,"International Library of Environmental, Agricultural and Food Ethics",15703010,22151737,2023-2024; 2011-2021; 2006-2008,ENG,Book Series,Springer Science and Business Media B.V.,1207; 1102; 2303; 1104
21101032635,"International Library of Ethics, Law and Technology",18750044,18750036,2022-2024; 2019-2020; 2014-2017; 2008-2012,ENG,Book Series,Springer Science and Business Media B.V.,3321; 3311; 2204; 1710
21100425902,International Litigation in Practice,18740502,,2024; 2021-2022; 2011-2015; 2007,ENG,Book Series,Brill Academic Publishers,3308; 3320
21101038736,International Marine Energy Journal,,26315548,2018-2024,ENG,Journal,European Wave and Tidal Energy Conference,2212; 2105; 1910
22385,International Maritime Health,16419251,20813252,1999-2024,ENG,Journal,Via Medica,2739; 2725; 2701
22839,International Marketing Review,2651335,,1983-2024,ENG,Journal,Emerald Group Publishing Ltd.,1406; 1403
21119,International Materials Reviews,9506608,17432804,1987-2024,ENG,Journal,SAGE Publications Inc.,2505; 2211; 2506; 2210
23261,International Mathematics Research Notices,10737928,16870247,1991-2024,ENG,Journal,Oxford University Press,2600
19700175041,International Medical Case Reports Journal,1179142X,,2010-2024,ENG,Journal,Dove Medical Press Ltd.,2700
19762,International Microbiology,11396709,16181905,1998-2024,ENG,Journal,Springer Science and Business Media Deutschland GmbH,2726; 2404
26855,International Migration,207985,14682435,1961-2024,ENG,Journal,Wiley-Blackwell Publishing Ltd,3317
26857,International Migration Review,1979183,,1977-2024; 1974; 1972,ENG; FRE; POR; SPA,Journal,Wiley-Blackwell,1201; 3317
14000155855,International Multilingual Research Journal,19313152,19313160,2010-2024,ENG,Journal,Routledge,3310; 3304; 1203
21100854242,International Nano Letters,20089295,22285326,2019-2023; 2016; 2014,ENG,Journal,Springer Science + Business Media,3003; 2204; 2701; 1502
5700163096,International Negotiation,1382340X,15718069,2007-2024; 2002,ENG,Journal,Brill Academic Publishers,3320; 3312
21101212706,International Neurological Journal (Ukraine),22240713,23071419,2020-2024,ENG; UKR,Journal,Zaslavsky Publishing House,2728
21100199786,International Neurourology Journal,20934777,20936931,2010-2024,ENG,Journal,Korean Association of Medical Journal Edirors,2748; 2728; 2808
